record_id,entry_type,event_description,type,country,target_country,target_direction,compliance,date_announced,link,ISO_A3,ISO_A2,severity_index,lat,lng
4491738,New Entry,"Angola declares that all those infected with Covid-19 or SARS-Cov2, or those under active surveillance by the health authorities are to stay in quarantine, either domiciliary or institutional, as part of the state of emergency after March 27. Breaking quarantine will be constituted as a crime of disobedience.",Quarantine,Angola,"Angola,Angola",Inbound/Outbound,Mandatory with Legal Penalties (Jail Time),26/03/2020,https://www.rtp.pt/noticias/mundo/estado-de-emergencia-em-angola-determina-apenas-venda-de-produtos-alimentares-e-de-higiene_n1216043,AGO,AO,-0.105042367,-11.2027,17.8739
8457457,New Entry,"Angola is restricting the free movement of individuals, which are only allowed to leave their homes for a small number of reasons, as part of the state of emergency after March 27. Mass gathering are also restricted.",Declaration of Emergency,Angola,,,Mandatory (Unspecified/Implied),26/03/2020,"https://www.angop.ao/angola/pt_pt/noticias/saude/2020/2/13/COVID-Sintese-nacional,b54804c2-df5a-428a-bfd1-e9107e67bf85.html",AGO,AO,-0.105042367,-11.2027,17.8739
6681665,New Entry,"Angola declares that any staple products, fuel, medicine, equipment and expendable material for medical use are prohibited from leaving the national territory after March 27",Health Resources,Angola,Angola,Outbound,Mandatory with Legal Penalties (Jail Time),26/03/2020,"http://www.angop.ao/angola/en_us/noticias/politica/2020/2/13/State-Emergency-limits-public-markets-opening-hours,99bdabff-df01-499f-8d23-017de43737ef.html",AGO,AO,-0.105042367,-11.2027,17.8739
7456461,New Entry,"Moxico, Angola, is to increase the frequency of police patrolling on the streets of Luenda in order to control the compliance with the measures of the state of emergency after March 27",Other Policy Not Listed Above,Angola,,,NA,27/03/2020,"https://www.angop.ao/angola/pt_pt/noticias/saude/2020/2/13/COVID-Sintese-nacional,b54804c2-df5a-428a-bfd1-e9107e67bf85.html",AGO,AO,-0.094359296,-11.2027,17.8739
6124308,New Entry,"Cunene, Angola, is making 90 million Kwanzas available to ensure logistical services for prevention of the disease after March 27",Other Policy Not Listed Above,Angola,,,NA,27/03/2020,"https://www.angop.ao/angola/pt_pt/noticias/saude/2020/2/13/COVID-Sintese-nacional,b54804c2-df5a-428a-bfd1-e9107e67bf85.html",AGO,AO,-0.094359296,-11.2027,17.8739
5504368,New Entry,"Angola will prioritize the regular and free supply of water to health units, informal markets, quarantine centers and prisoners after March 27",Health Resources,Angola,Angola,Inbound/Outbound,NA,27/03/2020,"http://www.angop.ao/angola/en_us/noticias/politica/2020/2/13/Health-units-have-free-water-supply,8578a332-1d86-4292-8e12-b8b7dd1abcbc.html",AGO,AO,-0.094359296,-11.2027,17.8739
4941595,New Entry,"Angola is purchasing 280 ventilators, 9 million masks, 80,000 bio-security kits, tests and thermometers from China",Health Resources,Angola,"China,China,China",Inbound,NA,03/04/2020,"http://www.angop.ao/angola/en_us/noticias/saude/2020/3/14/COVID-Government-purchases-280-ventilators,e31dbcea-1314-460d-9e02-d249504a5e8e.html",AGO,AO,-0.09361779,-11.2027,17.8739
1876058,New Entry,"On March the 4th, the government of Antigua and Barbuda published this information: ""Tourism and health officials meet with Hoteliers to share Corona Virus action plan.""",Public Awareness Campaigns,Antigua and Barbuda,,,Voluntary/Recommended but No Penalties,03/03/2020,https://ab.gov.ag/media_page.php?page=225,ATG,AG,NA,17.0608,-61.7964
3597616,New Entry,The Prime minister of Antigua and Barbuda is giving official sanitation and hygiene recommendations on the 13th of March.,Public Awareness Campaigns,Antigua and Barbuda,,,Voluntary/Recommended but No Penalties,13/03/2020,https://ab.gov.ag/media_page.php?page=227,ATG,AG,NA,17.0608,-61.7964
789011,New Entry,"The Ministry of Education, Science and Technology of Antigua and Barbuda closed the schools early on the 16th of march. School staff and teachers had to prepare the closing on the 16th and the 17th of March.",Closure of Schools,Antigua and Barbuda,Domestic,,Mandatory (Unspecified/Implied),15/03/2020,https://ab.gov.ag/pdf/MoEST_COVID-19_Closures.pdf,ATG,AG,NA,17.0608,-61.7964
1291080,New Entry,"At the 16th of March, Antigua and Barbuda´s Tourism Authority stated: ""If you have travelled from China, Italy, Iran, Japan, Korea, Germany, France and Singapore within the past twenty-eight (28) days you will not be allowed entry. Citizens of Antigua and Barbuda as well as resident diplomats will be allowed entry""",External Border Restrictions,Antigua and Barbuda,"China,France,Germany,Iran,Italy,Japan,Singapore,South Korea",Inbound,"Mandatory (Unspecified/Implied),Mandatory with Exceptions (Please list exceptions in the text entry)",16/03/2020,https://visitantiguabarbuda.com/response-to-novel-coronavirus-covid-19/,ATG,AG,NA,17.0608,-61.7964
420594,New Entry,"On March the 16th, Antigua Public Utilities Authority (APUA) created an internal taskforce to recommend systematic business continuity plans that can be implemented within Antigua and Barbuda.",New Task Force or Bureau,Antigua and Barbuda,,,Voluntary/Recommended but No Penalties,16/03/2020,https://ab.gov.ag/pdf/APUA_COVID-19.pdf,ATG,AG,NA,17.0608,-61.7964
307952,New Entry,"A statement by the Antigua Public Utility Authority informed the public about social distancing and hygiene measures on March 16th. ""Senior citizens will be given priority in customer lines, to limit exposure, controlled lines at our payment centers will be enforced, utilization of sanitization stationswill be made compulsory upon entrance of offices, a designated waiting area will be provided to facilitate the recommended social distance.""",Social Distancing,Antigua and Barbuda,,,Mandatory (Unspecified/Implied),16/03/2020,https://ab.gov.ag/pdf/APUA_COVID-19.pdf,ATG,AG,NA,17.0608,-61.7964
976157,New Entry,"The government of Antigua and Barbuda announced on the 22nd of March, that gatherings of more than 25 persons are prohibited. In a media statement of the government from the 25th of March, the officials recognized multiple violations of the restriction.",Restrictions of Mass Gatherings,Antigua and Barbuda,,,Mandatory (Unspecified/Implied),22/03/2020,https://antigua-barbuda.com/covid-19-coronavirus-response-update-from-the-ministry-of-health,ATG,AG,NA,17.0608,-61.7964
5981178,Update on Existing Entry (type in Record ID in text box),"The existing travel ban for some countries has been expanded for foreign nationals, who have visited the United States, Canada and all European countries in the 28 days before. All incoming foreign flights have been cancelled. These new measures are starting at the 26th of March according to the government of Antigua and Barbuda.",External Border Restrictions,Antigua and Barbuda,"Europe,North America",Inbound,"Mandatory (Unspecified/Implied),Mandatory with Exceptions (Please list exceptions in the text entry)",25/03/2020,https://antigua-barbuda.com/updated-closure-of-vc-bird-international-airport-from-thursday-26-march-2020,ATG,AG,NA,17.0608,-61.7964
9574548,New Entry,"On March the 27th, the government of Antigua and Barbuda has declared an state of emergency.",Declaration of Emergency,Antigua and Barbuda,,,"Mandatory (Unspecified/Implied),Mandatory with Exceptions (Please list exceptions in the text entry)",27/03/2020,https://antigua-barbuda.com/government-institutes-14-day-curfew-in-antigua-and-barbuda,ATG,AG,NA,17.0608,-61.7964
9521409,New Entry,The government of Antigua and Barbuda is enforcing a nationwide curfew with few exceptions from 28th of March for two weeks. The curfew will be in place from 8PM to 6AM.,Curfew,Antigua and Barbuda,,,"Mandatory (Unspecified/Implied),Mandatory with Exceptions (Please list exceptions in the text entry)",27/03/2020,https://antigua-barbuda.com/government-institutes-14-day-curfew-in-antigua-and-barbuda,ATG,AG,NA,17.0608,-61.7964
4886584,New Entry,"With the curfew imposed in Antigua and Barbuda from the 28th of March, all non-essential services and businesses are to remain closed for two weeks.",Restriction of Non-Essential Businesses,Antigua and Barbuda,Domestic,,"Mandatory (Unspecified/Implied),Mandatory with Exceptions (Please list exceptions in the text entry)",27/03/2020,https://antigua-barbuda.com/government-institutes-14-day-curfew-in-antigua-and-barbuda,ATG,AG,NA,17.0608,-61.7964
9213162,Update on Existing Entry (type in Record ID in text box),The government of Antigua and Barbuda has declared state of emergency and imposes a nationwide 24 hour curfew until April the 9th. A curfew from 8PM to 6AM had been imposed earlier on the 27th of March and should have lasted until the 11th of April.,Declaration of Emergency,Antigua and Barbuda,,,"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines,Mandatory with Exceptions (Please list exceptions in the text entry)",01/04/2020,http://abma.ag/wp-content/uploads/2020/03/stateofemergencyguidelines-apr2020.pdf,ATG,AG,NA,17.0608,-61.7964
8834849,New Entry,Government employees in Antigua and Barbuda are recommended to take vacation leave where possible. This request was published with the 24 hour curfew beginning at the 2nd of April.,Restriction of Non-Essential Government Services,Antigua and Barbuda,,,Voluntary/Recommended but No Penalties,01/04/2020,http://abma.ag/wp-content/uploads/2020/03/stateofemergencyguidelines-apr2020.pdf,ATG,AG,NA,17.0608,-61.7964
6222392,New Entry,"Argentinian Minister of Labour, Employment and Social Security, Claudio Moroni, signed resolutions 178 and 184/2020 establishing an exceptional license for workers, both in the public and private sector, allowing them to return to Argentina after having visited countries with an outbreak of the Coronavirus virus (China, South Korea, Japan, Iran, Italy, Spain, France and Germany). They are to return to Argentina and comply with the health precautions established in the recommendations of the National Ministry of Health. MAR. 06 2020",Other Policy Not Listed Above,Argentina,",Argentina",,Voluntary/Recommended but No Penalties,06/03/2020,https://www.argentina.gob.ar/noticias/licencia-excepcional-para-trabajadores-que-regresen-de-zonas-con-coronavirus-ampliacion,ARG,AR,-1.523769266,-38.4161,-63.6167
6222392,Correction to Existing Entry (type in Record ID in text box),"Argentinian Minister of Labour, Employment and Social Security, Claudio Moroni, signed resolutions 178 and 184/2020 establishing an exceptional license for workers, both in the public and private sector, allowing them to return to Argentina after having visited countries with an outbreak of the Coronavirus virus (China, South Korea, Japan, Iran, Italy, Spain, France and Germany). They are to return to Argentina and comply with the health precautions established in the recommendations of the National Ministry of Health. MAR. 06 2020",Health Monitoring,Argentina,",Argentina",Inbound,Voluntary/Recommended but No Penalties,06/03/2020,https://www.argentina.gob.ar/noticias/licencia-excepcional-para-trabajadores-que-regresen-de-zonas-con-coronavirus-ampliacion,ARG,AR,-1.523769266,-38.4161,-63.6167
7535372,New Entry,"Argentina implements new mandatory protocol for incoming flights to Argentina. Highlights, the need to isolate the passenger with symptoms compatible with COVID-19 and to take the necessary isolation measures as highlighted in protocol.
MAR. 11 2020.",External Border Restrictions,Argentina,Argentina,Inbound,Mandatory with Exceptions (Please list exceptions in the text entry),11/03/2020,https://www.argentina.gob.ar/noticias/nuevo-protocolo-obligatorio-para-vuelos-hacia-argentina,ARG,AR,-0.561084845,-38.4161,-63.6167
2989253,New Entry,Argentina bans mass gatherings in the context of sporting events nationwide. MAR. 12 2020,Restrictions of Mass Gatherings,Argentina,,,Mandatory with Exceptions (Please list exceptions in the text entry),12/03/2020,https://www.argentina.gob.ar/noticias/coronavirus-suspension-de-la-presencia-de-publico-en-todos-los-espectaculos-masivos-nivel,ARG,AR,-0.240912766,-38.4161,-63.6167
213898,New Entry,"Argentina's Ministry of Foreign Affairs introduces visa restrictions for non-residents and travellers from the Schengen Area, UK, US, Iran, China, Japan and South Korea.",External Border Restrictions,Argentina,Argentina,Inbound,Mandatory with Legal Penalties (Jail Time),12/03/2020,https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/argentine/,ARG,AR,-0.240912766,-38.4161,-63.6167
153448,New Entry,"Argentina's Ministry of Transport creates a Crisis Committee and establishes prevention measures for coronavirus. The “Covid-19 Prevention Crisis Committee” includes a commission for rail transport, another for automotive, and a third for river, maritime and lake transport. Duties include early consultation for symptomatic citizens, coordination with local private or public institutions for assistance, and management of COVID-19 cases. The Ministry also dictates the increase of hygiene in transport systems. MAR. 13 2020",Health Testing,Argentina,"Argentina,Argentina",Inbound,Mandatory with Exceptions (Please list exceptions in the text entry),13/03/2020,https://www.argentina.gob.ar/noticias/el-ministerio-de-transporte-creo-un-comite-de-crisis-y-establecio-medidas-de-prevencion-por,ARG,AR,-0.080959291,-38.4161,-63.6167
5664485,Update on Existing Entry (type in Record ID in text box),"Argentina declares that people who are in any of the situations detailed in article N° 7 of Decree N° 260/2020 (e.g. having contracted the virus, arrived from highly affected countries, presents symptoms...), should not go to their workplaces for 14 days and their wages should be maintained.

The measure covers all workers, regardless of their employment relationship or form of contract, dependent or non-dependent, scholarships in workplaces, internships, medical residences or any other modality, occasional or permanent, for those who have multiple employment with the measure. Measure reaches all workplaces. 
MAR. 14 2020",Quarantine,Argentina,Argentina,Inbound,"Mandatory with Legal Penalties (Jail Time),Mandatory with Exceptions (Please list exceptions in the text entry)",14/03/2020,https://www.argentina.gob.ar/noticias/coronavirus-licencias-y-prevencion,ARG,AR,0.107255628,-38.4161,-63.6167
2333964,New Entry,"Argentina announces new measures for universities and higher education institutions. Through resolution 104/2020 signed by the Minister of Education, Nicolás Trotta, institutions are asked to reduce the number of students in the courses and implement the use of virtual teaching. 
All scientific or academic activities such as events, congresses, seminars, courses, symposia, workshops, samples or exhibitions, insofar as they involve crowds or concentrations of people, must be rescheduled. MAR. 14 2020",Closure of Schools,Argentina,,,Mandatory (Unspecified/Implied),14/03/2020,https://www.clarin.com/sociedad/coronavirus-argentina-gobierno-anuncio-medidas-universidades-instituciones-superiores_0_MaTfZvOH.html,ARG,AR,0.107255628,-38.4161,-63.6167
